country_id,country_name,Population,year,Gini,density_psqkm,urbanization_perc,ES_pcap,energy_service,GDP_PPP_pcap,GDP_PPP,prop_TFC_PTR,Land_Area,historical_data,wem_urbanization_perc,d_bar,u_bar,rising_income,falling_income,gini_case1,gini_case2,gini_case3
49,Belarus,6699514499.99999,2092,11.20847571839225,33.01717263811537,90,NA,NA,45294.05871470517,303448203123.01825,NA,202910,0,90,0,0,1,0,26.551539838733294,28.131003092704326,27.244284386322803
49,Belarus,6670444000,2093,11.077446989938403,32.87390468680696,90,NA,NA,46019.62856863142,306971355267.8561,NA,202910,0,90,0,0,1,0,26.58078213953963,28.173693061777282,27.26249267495921
49,Belarus,6641625500,2094,10.947767553842239,32.731878665418165,90,NA,NA,46765.86886993214,310601387216.1975,NA,202910,0,90,0,0,1,0,26.609878228841925,28.21595613115951,27.280065625046756
49,Belarus,6612918000,2095,10.819429618245591,32.59039968458923,90,NA,NA,47532.80953446363,314330571761.0262,NA,202910,0,90,0,0,1,0,26.638828837697716,28.257796569847915,27.297011856249238
49,Belarus,6584304500,2096,10.69243119728636,32.449383963333496,90,NA,NA,48317.445236912485,318136772101.90643,NA,202910,0,90,0,0,1,0,26.667634693509225,28.299218604149434,27.31333989070243
49,Belarus,6555641999.9999895,2097,10.5667669067018,32.30812675570445,90,NA,NA,49117.89834254367,321999357326.10913,NA,202910,0,90,0,0,1,0,26.696296520041678,28.34022641810794,27.329058154046017
49,Belarus,6526888500,2098,10.442433260705284,32.16642107338229,90,NA,NA,49930.82970472972,325892958195.2588,NA,202910,0,90,0,0,1,0,26.72481503744147,28.38082415392686,27.344174976444908
49,Belarus,6498142999.9999895,2099,10.319427955447377,32.02475481740668,90,NA,NA,50751.56891699062,329790952296.95966,NA,202910,0,90,0,0,1,0,26.75319096225426,28.421015912387592,27.358698593600117
49,Belarus,6469456999.99999,2100,10.197746723171495,31.883381794884386,90,NA,NA,51575.775848804085,333667264095.4761,NA,202910,0,90,0,0,1,0,26.781425007442987,28.460805753263717,27.372637147749174
50,Switzerland,5328273000,1960,NA,134.83836926814453,70.924,1556.7724374647466,8294908545.687598,31354.10866411809,167063250634.0865,13.235784473334963,39516,1,70.924,115.57735605348958,0.9280000000000115,0,0,36,36,36
50,Switzerland,5434676500,1961,NA,137.53103806053244,71.243,1848.1536795347524,10044117370.55605,33228.709662268266,180587287526.8523,14.892400679009569,39516,1,71.243,117.95313757055821,0.8659999999999997,1,0,36,36,36
50,Switzerland,5574217500,1962,NA,141.06229122380807,71.539,1797.9314289022652,10022060834.787012,33949.872204822655,189243971766.88605,13.339889762910786,39516,1,71.539,121.17495588772424,0.7819999999999965,1,0,36,36,36
50,Switzerland,5694676000,1963,NA,144.11063872861627,71.834,2046.1324002606725,11652061072.586845,34860.79907462895,198520955831.1117,12.784663192886903,39516,1,71.834,123.92463289309106,0.7000000000000028,1,0,36,36,36
50,Switzerland,5789744499.9999895,1964,NA,146.51646168640525,72.12700000000001,2263.2920060593324,13103882443.975964,36090.27970729834,208953498438.79178,14.364957555764763,39516,1,72.12700000000001,126.04321584222197,0.619000000000014,1,0,36,36,36
50,Switzerland,5857047500,1965,NA,148.21964520700476,72.417,2386.055019962959,13975237589.536497,36808.93949404255,215591707041.23315,14.191755190966356,39516,1,72.417,127.4811984099844,0.5379999999999967,1,0,36,36,36
50,Switzerland,5918580500,1966,NA,149.77681192428383,72.706,2545.2111546113374,15064037108.065145,37317.94438967279,220869257964.8018,15.033873082699683,39516,1,72.706,128.8057648968161,0.4590000000000032,1,0,36,36,36
50,Switzerland,5992334500,1967,NA,151.64324577386375,72.993,2649.332881507787,15875688827.843525,37986.86902520218,227630025806.70038,15.104926264825794,39516,1,72.993,130.45886394816864,0.380999999999986,1,0,36,36,36
50,Switzerland,6068204000,1968,NA,153.56321490029356,73.27899999999998,2733.156669763714,16585352236.08685,38857.29152809241,235793971879.9365,14.646715991525596,39516,1,73.27899999999998,132.16445683517804,0.3049999999999642,1,0,36,36,36
50,Switzerland,6136799000,1969,NA,155.29909403785808,73.561,2926.9246064534477,17961947997.95891,40587.999365906115,249080393920.6933,14.585166393027338,39516,1,73.561,133.66902468496963,0.22800000000000864,1,0,36,36,36
50,Switzerland,6181227000,1970,NA,156.42339811721834,73.843,3187.9277503062995,19705305084.242558,42866.17722981832,264965572079.7382,14.615805689149497,39516,1,73.843,134.52341538984834,0.24099999999999966,1,0,36,36,36
