year,country_name,Gini_case1,Gini_case2,Gini_case3
2005,Switzerland,32.75,32.75,32.75
2005,Hungary,34.7,34.7,34.7
2005,Norway,30.6,30.6,30.6
2005,Portugal,38.5,38.5,38.5
2005,Kuwait,35.1,35.1,35.1
2005,Bangladesh,33.2,33.2,33.2
2005,Ethiopia,30.36666667,30.36666667,30.36666667
2005,North Korea,64.8,64.8,64.8
2005,Israel,42.3,42.3,42.3
2005,Denmark,25.2,25.2,25.2
2005,Tanzania,39.44285714,39.44285714,39.44285714
2005,Bulgaria,35.7,35.7,35.7
2005,Syria,39.23333333,39.23333333,39.23333333
2005,Slovakia,29.3,29.3,29.3
2005,Qatar,35.1,35.1,35.1
2005,Kenya,46.4,46.4,46.4
2005,Libya,39.23333333,39.23333333,39.23333333
2005,Sudan,35.4,35.4,35.4
2005,New Zealand,33.675,33.675,33.675
2005,DR Congo,41.6625,41.6625,41.6625
2005,Turkmenistan,40.8,40.8,40.8
2005,Myanmar,38.1,38.1,38.1
2005,Ireland,33.8,33.8,33.8
2005,Oman,35.1,35.1,35.1
2005,Azerbaijan,26.6,26.6,26.6
2005,Morocco,40.68333333,40.68333333,40.68333333
2005,Peru,50.4,50.4,50.4
2005,Mozambique,46.25,46.25,46.25
2005,Ecuador,53,53,53
2005,Angola,46.15,46.15,46.15
2005,Yemen,34.7,34.7,34.7
2006,USA,41.4,41.4,41.4
2006,China,41.6,41.6,41.6
2006,Russia,36.9,36.9,36.9
2006,India,34.36,34.36,34.36
2006,Japan,34.8,34.8,34.8
2006,Germany,31,31,31
2006,France,29.7,29.7,29.7
2006,Canada,34.1,34.1,34.1
2006,United Kingdom,35.9,35.9,35.9
2006,Brazil,55.6,55.6,55.6
2006,South Korea,31.7,31.7,31.7
2006,Italy,33.7,33.7,33.7
2006,Indonesia,31.5,31.5,31.5
2006,Mexico,49.7,49.7,49.7
2006,Iran,44.8,44.8,44.8
2006,Saudi Arabia,35.1,35.1,35.1
2006,Spain,33.5,33.5,33.5
2006,Ukraine,29.8,29.8,29.8
2006,South Africa,64.2,64.2,64.2
2006,Australia,34.25,34.25,34.25
2006,Taiwan,31.7,31.7,31.7
2006,Nigeria,38.21428571,38.21428571,38.21428571
2006,Thailand,41.8,41.8,41.8
2006,Poland,34.7,34.7,34.7
2006,Türkiye,43.5,43.5,43.5
2006,Netherlands,30,30,30
2006,Pakistan,30.5,30.5,30.5
2006,Argentina,46.4,46.4,46.4
2006,Malaysia,44.8,44.8,44.8
2006,Egypt,31.45,31.45,31.45
2006,Venezuela,44.7,44.7,44.7
2006,Kazakhstan,30.2,30.2,30.2
2006,Belgium,28.1,28.1,28.1
2006,Vietnam,35.8,35.8,35.8
2006,Sweden,26.4,26.4,26.4
2006,Uzbekistan,34.65263158,34.65263158,34.65263158
2006,United Arab Emirates,32.5,32.5,32.5
2006,Czechia,26.7,26.7,26.7
2006,Philippines,47.2,47.2,47.2
2006,Romania,39.6,39.6,39.6
2006,Finland,28,28,28
2006,Algeria,30.00625,30.00625,30.00625
2006,Austria,29.6,29.6,29.6
2006,Iraq,28.6,28.6,28.6
2006,Greece,35.1,35.1,35.1
2006,Singapore,30.9,30.9,30.9
2006,Colombia,54.36666667,54.36666667,54.36666667
2006,Chile,47.7,47.7,47.7
2006,Belarus,28.3,28.3,28.3
2006,Switzerland,33.9,33.9,33.9
2006,Hungary,28.3,28.3,28.3
2006,Norway,26.4,26.4,26.4
2006,Portugal,38.1,38.1,38.1
2006,Kuwait,35.1,35.1,35.1
2006,Bangladesh,32.98,32.98,32.98
2006,Ethiopia,30.93333333,30.93333333,30.93333333
2006,North Korea,64.2,64.2,64.2
2006,Israel,41.6,41.6,41.6
2006,Denmark,25.9,25.9,25.9
2006,Tanzania,39.87142857,39.87142857,39.87142857
2006,Bulgaria,35.7,35.7,35.7
2006,Syria,40.1,40.1,40.1
2006,Slovakia,25.8,25.8,25.8
2006,Qatar,35.1,35.1,35.1
2006,Kenya,45.84,45.84,45.84
2006,Libya,40.1,40.1,40.1
2006,Sudan,35.4,35.4,35.4
2006,New Zealand,34.25,34.25,34.25
2006,DR Congo,41.725,41.725,41.725
2006,Turkmenistan,40.8,40.8,40.8
2006,Myanmar,38.1,38.1,38.1
2006,Ireland,32.7,32.7,32.7
2006,Oman,35.1,35.1,35.1
2006,Azerbaijan,26.6,26.6,26.6
2006,Morocco,40.7,40.7,40.7
2006,Peru,50.3,50.3,50.3
2006,Mozambique,46,46,46
2006,Ecuador,52.2,52.2,52.2
2006,Angola,45,45,45
2006,Yemen,34.92222222,34.92222222,34.92222222
2007,USA,40.8,40.8,40.8
2007,China,42.3,42.3,42.3
2007,Russia,36.9,36.9,36.9
2007,India,34.54,34.54,34.54
2007,Japan,34.8,34.8,34.8
2007,Germany,31.2,31.2,31.2
2007,France,32.4,32.4,32.4
2007,Canada,33.8,33.8,33.8
2007,United Kingdom,34.4,34.4,34.4
2007,Brazil,54.9,54.9,54.9
2007,South Korea,32,32,32
2007,Italy,32.9,32.9,32.9
2007,Indonesia,33.2,33.2,33.2
2007,Mexico,50.25,50.25,50.25
2007,Iran,43.9,43.9,43.9
2007,Saudi Arabia,35.1,35.1,35.1
2007,Spain,34.1,34.1,34.1
2007,Ukraine,27,27,27
2007,South Africa,63.6,63.6,63.6
2007,Australia,34.825,34.825,34.825
2007,Taiwan,32,32,32
2007,Nigeria,37.58571429,37.58571429,37.58571429
2007,Thailand,39.8,39.8,39.8
2007,Poland,34,34,34
2007,Türkiye,43.5,43.5,43.5
2007,Netherlands,29.6,29.6,29.6
2007,Pakistan,29.7,29.7,29.7
2007,Argentina,46.3,46.3,46.3
2007,Malaysia,45.15,45.15,45.15
2007,Egypt,31.275,31.275,31.275
2007,Venezuela,44.7,44.7,44.7
2007,Kazakhstan,30.1,30.1,30.1
2007,Belgium,29.2,29.2,29.2
2007,Vietnam,35.7,35.7,35.7
2007,Sweden,27.1,27.1,27.1
2007,Uzbekistan,34.43684211,34.43684211,34.43684211
2007,United Arab Emirates,32.5,32.5,32.5
2007,Czechia,26,26,26
2007,Philippines,46.9,46.9,46.9
2007,Romania,37.5,37.5,37.5
2007,Finland,28.3,28.3,28.3
2007,Algeria,29.525,29.525,29.525
2007,Austria,30.6,30.6,30.6
2007,Iraq,28.75,28.75,28.75
2007,Greece,34,34,34
2007,Singapore,31.1,31.1,31.1
2007,Colombia,54.83333333,54.83333333,54.83333333
2007,Chile,47.6,47.6,47.6
2007,Belarus,29.6,29.6,29.6
2007,Switzerland,34.3,34.3,34.3
2007,Hungary,27.9,27.9,27.9
2007,Norway,27.1,27.1,27.1
2007,Portugal,36.8,36.8,36.8
2007,Kuwait,35.1,35.1,35.1
2007,Bangladesh,32.76,32.76,32.76
2007,Ethiopia,31.5,31.5,31.5
2007,North Korea,63.6,63.6,63.6
2007,Israel,41.1,41.1,41.1
2007,Denmark,26.2,26.2,26.2
2007,Tanzania,40.3,40.3,40.3
2007,Bulgaria,36.1,36.1,36.1
2007,Syria,40.2,40.2,40.2
2007,Slovakia,24.7,24.7,24.7
2007,Qatar,35.1,35.1,35.1
2007,Kenya,45.28,45.28,45.28
2007,Libya,40.2,40.2,40.2
2007,Sudan,35.4,35.4,35.4
2007,New Zealand,34.825,34.825,34.825
2007,DR Congo,41.7875,41.7875,41.7875
2007,Turkmenistan,40.8,40.8,40.8
2007,Myanmar,38.1,38.1,38.1
2007,Ireland,31.9,31.9,31.9
2007,Oman,35.1,35.1,35.1
2007,Azerbaijan,26.6,26.6,26.6
2007,Morocco,40.52857143,40.52857143,40.52857143
2007,Peru,50,50,50
2007,Mozambique,45.75,45.75,45.75
2007,Ecuador,53.4,53.4,53.4
2007,Angola,43.85,43.85,43.85
2007,Yemen,35.14444444,35.14444444,35.14444444
2008,USA,40.8,40.8,40.8
2008,China,43,43,43
2008,Russia,36.9,36.9,36.9
2008,India,34.72,34.72,34.72
2008,Japan,34.8,34.8,34.8
2008,Germany,30.8,30.8,30.8
2008,France,33,33,33
2008,Canada,33.9,33.9,33.9
2008,United Kingdom,35.4,35.4,35.4
2008,Brazil,54,54,54
2008,South Korea,32.3,32.3,32.3
2008,Italy,33.8,33.8,33.8
2008,Indonesia,32.6,32.6,32.6
2008,Mexico,50.8,50.8,50.8
2008,Iran,43,43,43
2008,Saudi Arabia,35.1,35.1,35.1
2008,Spain,34.2,34.2,34.2
2008,Ukraine,26.6,26.6,26.6
2008,South Africa,63,63,63
2008,Australia,35.4,35.4,35.4
2008,Taiwan,32.3,32.3,32.3
2008,Nigeria,36.95714286,36.95714286,36.95714286
2008,Thailand,40.3,40.3,40.3
2008,Poland,33.5,33.5,33.5
2008,Türkiye,43.5,43.5,43.5
2008,Netherlands,29.3,29.3,29.3
2008,Pakistan,29.4,29.4,29.4
2008,Argentina,45,45,45
2008,Malaysia,45.5,45.5,45.5
2008,Egypt,31.1,31.1,31.1
2008,Venezuela,44.7,44.7,44.7
2008,Kazakhstan,28.5,28.5,28.5
2008,Belgium,28.4,28.4,28.4
2008,Vietnam,35.6,35.6,35.6
2008,Sweden,28.1,28.1,28.1
2008,Uzbekistan,34.22105263,34.22105263,34.22105263
2008,United Arab Emirates,32.5,32.5,32.5
2008,Czechia,26.3,26.3,26.3
2008,Philippines,46.6,46.6,46.6
2008,Romania,36.4,36.4,36.4
2008,Finland,27.8,27.8,27.8
2008,Algeria,29.04375,29.04375,29.04375
2008,Austria,30.4,30.4,30.4
2008,Iraq,28.9,28.9,28.9
2008,Greece,33.6,33.6,33.6
2008,Singapore,32.6,32.6,32.6
2008,Colombia,55.3,55.3,55.3
2008,Chile,47.5,47.5,47.5
2008,Belarus,27.8,27.8,27.8
2008,Switzerland,33.8,33.8,33.8
2008,Hungary,27.5,27.5,27.5
2008,Norway,27,27,27
2008,Portugal,36.6,36.6,36.6
2008,Kuwait,35.1,35.1,35.1
2008,Bangladesh,32.54,32.54,32.54
2008,Ethiopia,32.06666667,32.06666667,32.06666667
2008,North Korea,63,63,63
2008,Israel,41.6,41.6,41.6
2008,Denmark,25.2,25.2,25.2
2008,Tanzania,39.675,39.675,39.675
2008,Bulgaria,33.6,33.6,33.6
2008,Syria,40.3,40.3,40.3
2008,Slovakia,26,26,26
2008,Qatar,35.1,35.1,35.1
2008,Kenya,44.72,44.72,44.72
2008,Libya,40.3,40.3,40.3
2008,Sudan,35.4,35.4,35.4
2008,New Zealand,35.4,35.4,35.4
2008,DR Congo,41.85,41.85,41.85
2008,Turkmenistan,40.8,40.8,40.8
2008,Myanmar,38.1,38.1,38.1
2008,Ireland,30.9,30.9,30.9
2008,Oman,35.1,35.1,35.1
2008,Azerbaijan,26.6,26.6,26.6
2008,Morocco,40.35714286,40.35714286,40.35714286
2008,Peru,47.5,47.5,47.5
2008,Mozambique,45.5,45.5,45.5
2008,Ecuador,49.8,49.8,49.8
2008,Angola,42.7,42.7,42.7
2008,Yemen,35.36666667,35.36666667,35.36666667
2009,USA,40.6,40.6,40.6
2009,China,43.35,43.35,43.35
2009,Russia,36.9,36.9,36.9
2009,India,34.9,34.9,34.9
2009,Japan,33.45,33.45,33.45
2009,Germany,30.5,30.5,30.5
2009,France,32.7,32.7,32.7
2009,Canada,34,34,34
2009,United Kingdom,35.1,35.1,35.1
2009,Brazil,53.7,53.7,53.7
2009,South Korea,32.15,32.15,32.15
2009,Italy,33.8,33.8,33.8
2009,Indonesia,33.4,33.4,33.4
2009,Mexico,49.25,49.25,49.25
2009,Iran,42.1,42.1,42.1
2009,Saudi Arabia,35.1,35.1,35.1
2009,Spain,34.9,34.9,34.9
2009,Ukraine,25.3,25.3,25.3
2009,South Africa,63.2,63.2,63.2
2009,Australia,35.05,35.05,35.05
2009,Taiwan,32.15,32.15,32.15
2009,Nigeria,36.32857143,36.32857143,36.32857143
2009,Thailand,39.6,39.6,39.6
2009,Poland,33.4,33.4,33.4
2009,Türkiye,43.5,43.5,43.5
2009,Netherlands,27.9,27.9,27.9
2009,Pakistan,29.1,29.1,29.1
2009,Argentina,43.8,43.8,43.8
2009,Malaysia,44.96666667,44.96666667,44.96666667
2009,Egypt,30.65,30.65,30.65
2009,Venezuela,44.7,44.7,44.7
2009,Kazakhstan,28.2,28.2,28.2
2009,Belgium,28.6,28.6,28.6
2009,Vietnam,37.45,37.45,37.45
2009,Sweden,27.3,27.3,27.3
2009,Uzbekistan,34.00526316,34.00526316,34.00526316
2009,United Arab Emirates,32.5,32.5,32.5
2009,Czechia,26.2,26.2,26.2
2009,Philippines,46.3,46.3,46.3
2009,Romania,35.6,35.6,35.6
2009,Finland,27.5,27.5,27.5
2009,Algeria,28.5625,28.5625,28.5625
2009,Austria,31.5,31.5,31.5
2009,Iraq,29.05,29.05,29.05
2009,Greece,33.6,33.6,33.6
2009,Singapore,31.2,31.2,31.2
2009,Colombia,54.3,54.3,54.3
2009,Chile,47.4,47.4,47.4
2009,Belarus,27.7,27.7,27.7
2009,Switzerland,32.9,32.9,32.9
2009,Hungary,27,27,27
2009,Norway,26.2,26.2,26.2
2009,Portugal,34.9,34.9,34.9
2009,Kuwait,35.1,35.1,35.1
2009,Bangladesh,32.32,32.32,32.32
2009,Ethiopia,32.63333333,32.63333333,32.63333333
2009,North Korea,63.2,63.2,63.2
2009,Israel,42.6,42.6,42.6
2009,Denmark,26.7,26.7,26.7
2009,Tanzania,39.05,39.05,39.05
2009,Bulgaria,33.8,33.8,33.8
2009,Syria,40.4,40.4,40.4
2009,Slovakia,27.2,27.2,27.2
2009,Qatar,35.1,35.1,35.1
2009,Kenya,44.16,44.16,44.16
2009,Libya,40.4,40.4,40.4
2009,Sudan,35.4,35.4,35.4
2009,New Zealand,35.05,35.05,35.05
2009,DR Congo,41.9125,41.9125,41.9125
2009,Turkmenistan,40.8,40.8,40.8
2009,Myanmar,38.1,38.1,38.1
2009,Ireland,32.7,32.7,32.7
2009,Oman,35.1,35.1,35.1
2009,Azerbaijan,26.6,26.6,26.6
2009,Morocco,40.18571429,40.18571429,40.18571429
2009,Peru,47,47,47
2009,Mozambique,46.91666667,46.91666667,46.91666667
2009,Ecuador,48.5,48.5,48.5
2009,Angola,43.56,43.56,43.56
2009,Yemen,35.58888889,35.58888889,35.58888889
2010,USA,40,40,40
2010,China,43.7,43.7,43.7
2010,Russia,36.9,36.9,36.9
2010,India,35.15,35.15,35.15
2010,Japan,32.1,32.1,32.1
2010,Germany,30.2,30.2,30.2
2010,France,33.7,33.7,33.7
2010,Canada,33.6,33.6,33.6
2010,United Kingdom,33.7,33.7,33.7
2010,Brazil,53.3,53.3,53.3
2010,South Korea,32,32,32
2010,Italy,34.7,34.7,34.7
2010,Indonesia,34.6,34.6,34.6
2010,Mexico,47.7,47.7,47.7
2010,Iran,38.4,38.4,38.4
2010,Saudi Arabia,35.1,35.1,35.1
2010,Spain,35.2,35.2,35.2
2010,Ukraine,24.8,24.8,24.8
2010,South Africa,63.4,63.4,63.4
2010,Australia,34.7,34.7,34.7
2010,Taiwan,32,32,32
2010,Nigeria,35.7,35.7,35.7
2010,Thailand,39.4,39.4,39.4
2010,Poland,33.2,33.2,33.2
2010,Türkiye,43.5,43.5,43.5
2010,Netherlands,27.8,27.8,27.8
2010,Pakistan,28.8,28.8,28.8
2010,Argentina,43.7,43.7,43.7
2010,Malaysia,44.43333333,44.43333333,44.43333333
2010,Egypt,30.2,30.2,30.2
2010,Venezuela,44.7,44.7,44.7
2010,Kazakhstan,28,28,28
2010,Belgium,28.4,28.4,28.4
2010,Vietnam,39.3,39.3,39.3
2010,Sweden,27.7,27.7,27.7
2010,Uzbekistan,33.78947368,33.78947368,33.78947368
2010,United Arab Emirates,32.5,32.5,32.5
2010,Czechia,26.6,26.6,26.6
2010,Philippines,46.36666667,46.36666667,46.36666667
2010,Romania,35.5,35.5,35.5
2010,Finland,27.7,27.7,27.7
2010,Algeria,28.08125,28.08125,28.08125
2010,Austria,30.3,30.3,30.3
2010,Iraq,29.2,29.2,29.2
2010,Greece,34.1,34.1,34.1
2010,Singapore,30.5,30.5,30.5
2010,Colombia,54.6,54.6,54.6
2010,Chile,47.15,47.15,47.15
2010,Belarus,28.6,28.6,28.6
2010,Switzerland,32.6,32.6,32.6
2010,Hungary,29.4,29.4,29.4
2010,Norway,25.7,25.7,25.7
2010,Portugal,35.8,35.8,35.8
2010,Kuwait,35.1,35.1,35.1
2010,Bangladesh,32.1,32.1,32.1
2010,Ethiopia,33.2,33.2,33.2
2010,North Korea,63.4,63.4,63.4
2010,Israel,42.6,42.6,42.6
2010,Denmark,27.2,27.2,27.2
2010,Tanzania,38.425,38.425,38.425
2010,Bulgaria,35.7,35.7,35.7
2010,Syria,39.33846154,39.33846154,39.33846154
2010,Slovakia,27.3,27.3,27.3
2010,Qatar,35.1,35.1,35.1
2010,Kenya,43.6,43.6,43.6
2010,Libya,39.33846154,39.33846154,39.33846154
2010,Sudan,35.16,35.16,35.16
2010,New Zealand,34.7,34.7,34.7
2010,DR Congo,41.975,41.975,41.975
2010,Turkmenistan,40.8,40.8,40.8
2010,Myanmar,38.1,38.1,38.1
2010,Ireland,32.3,32.3,32.3
2010,Oman,35.1,35.1,35.1
2010,Azerbaijan,26.6,26.6,26.6
2010,Morocco,40.01428571,40.01428571,40.01428571
2010,Peru,45.5,45.5,45.5
2010,Mozambique,48.33333333,48.33333333,48.33333333
2010,Ecuador,48.8,48.8,48.8
2010,Angola,44.42,44.42,44.42
2010,Yemen,35.81111111,35.81111111,35.81111111
2011,USA,40.9,40.9,40.9
2011,China,42.4,42.4,42.4
2011,Russia,36.9,36.9,36.9
2011,India,35.4,35.4,35.4
2011,Japan,32.36666667,32.36666667,32.36666667
2011,Germany,30.6,30.6,30.6
2011,France,33.3,33.3,33.3
2011,Canada,32.7,32.7,32.7
2011,United Kingdom,33.2,33.2,33.2
2011,Brazil,52.9,52.9,52.9
2011,South Korea,31.8,31.8,31.8
2011,Italy,35.1,35.1,35.1
2011,Indonesia,37.9,37.9,37.9
2011,Mexico,48.65,48.65,48.65
2011,Iran,34.7,34.7,34.7
2011,Saudi Arabia,35.1,35.1,35.1
2011,Spain,35.7,35.7,35.7
2011,Ukraine,24.6,24.6,24.6
2011,South Africa,63.3,63.3,63.3
2011,Australia,34.625,34.625,34.625
2011,Taiwan,31.8,31.8,31.8
2011,Nigeria,35.6,35.6,35.6
2011,Thailand,37.5,37.5,37.5
2011,Poland,33.2,33.2,33.2
2011,Türkiye,43.5,43.5,43.5
2011,Netherlands,27.8,27.8,27.8
2011,Pakistan,29.7,29.7,29.7
2011,Argentina,42.7,42.7,42.7
2011,Malaysia,43.9,43.9,43.9
2011,Egypt,29.25,29.25,29.25
2011,Venezuela,44.7,44.7,44.7
2011,Kazakhstan,28,28,28
2011,Belgium,28.1,28.1,28.1
2011,Vietnam,37.45,37.45,37.45
2011,Sweden,27.6,27.6,27.6
2011,Uzbekistan,33.57368421,33.57368421,33.57368421
2011,United Arab Emirates,32.5,32.5,32.5
2011,Czechia,26.4,26.4,26.4
2011,Philippines,46.43333333,46.43333333,46.43333333
2011,Romania,35.9,35.9,35.9
2011,Finland,27.6,27.6,27.6
2011,Algeria,27.6,27.6,27.6
2011,Austria,30.8,30.8,30.8
2011,Iraq,29.35,29.35,29.35
2011,Greece,34.8,34.8,34.8
2011,Singapore,32.1,32.1,32.1
2011,Colombia,53.5,53.5,53.5
2011,Chile,46.9,46.9,46.9
2011,Belarus,27.2,27.2,27.2
2011,Switzerland,31.7,31.7,31.7
2011,Hungary,29.2,29.2,29.2
2011,Norway,25.3,25.3,25.3
2011,Portugal,36.3,36.3,36.3
2011,Kuwait,35.1,35.1,35.1
2011,Bangladesh,32.15,32.15,32.15
2011,Ethiopia,33.56,33.56,33.56
2011,North Korea,63.3,63.3,63.3
2011,Israel,41.4,41.4,41.4
2011,Denmark,27.3,27.3,27.3
2011,Tanzania,37.8,37.8,37.8
2011,Bulgaria,34.3,34.3,34.3
2011,Syria,38.27692308,38.27692308,38.27692308
2011,Slovakia,26.5,26.5,26.5
2011,Qatar,35.1,35.1,35.1
2011,Kenya,43.04,43.04,43.04
2011,Libya,38.27692308,38.27692308,38.27692308
2011,Sudan,34.92,34.92,34.92
2011,New Zealand,34.625,34.625,34.625
2011,DR Congo,42.0375,42.0375,42.0375
2011,Turkmenistan,40.8,40.8,40.8
2011,Myanmar,38.1,38.1,38.1
2011,Ireland,32.9,32.9,32.9
2011,Oman,35.1,35.1,35.1
2011,Azerbaijan,26.6,26.6,26.6
2011,Morocco,39.84285714,39.84285714,39.84285714
2011,Peru,44.7,44.7,44.7
2011,Mozambique,49.75,49.75,49.75
2011,Ecuador,45.9,45.9,45.9
2011,Angola,45.28,45.28,45.28
2011,Yemen,36.03333333,36.03333333,36.03333333
2012,USA,40.9,40.9,40.9
2012,China,42.2,42.2,42.2
2012,Russia,36.9,36.9,36.9
2012,India,35.225,35.225,35.225
2012,Japan,32.63333333,32.63333333,32.63333333
2012,Germany,31.1,31.1,31.1
2012,France,33.1,33.1,33.1
2012,Canada,33.5,33.5,33.5
2012,United Kingdom,33.1,33.1,33.1
2012,Brazil,53.4,53.4,53.4
2012,South Korea,31.6,31.6,31.6
2012,Italy,35.2,35.2,35.2
2012,Indonesia,37.1,37.1,37.1
2012,Mexico,49.6,49.6,49.6
2012,Iran,34.4,34.4,34.4
2012,Saudi Arabia,35.1,35.1,35.1
2012,Spain,35.4,35.4,35.4
2012,Ukraine,24.7,24.7,24.7
2012,South Africa,63.2,63.2,63.2
2012,Australia,34.55,34.55,34.55
2012,Taiwan,31.6,31.6,31.6
2012,Nigeria,35.5,35.5,35.5
2012,Thailand,39.3,39.3,39.3
2012,Poland,33,33,33
2012,Türkiye,43.5,43.5,43.5
2012,Netherlands,27.6,27.6,27.6
2012,Pakistan,29.6,29.6,29.6
2012,Argentina,41.4,41.4,41.4
2012,Malaysia,42.6,42.6,42.6
2012,Egypt,28.3,28.3,28.3
2012,Venezuela,44.7,44.7,44.7
2012,Kazakhstan,28.2,28.2,28.2
2012,Belgium,27.5,27.5,27.5
2012,Vietnam,35.6,35.6,35.6
2012,Sweden,27.6,27.6,27.6
2012,Uzbekistan,33.35789474,33.35789474,33.35789474
2012,United Arab Emirates,32.5,32.5,32.5
2012,Czechia,26.1,26.1,26.1
2012,Philippines,46.5,46.5,46.5
2012,Romania,36.5,36.5,36.5
2012,Finland,27.1,27.1,27.1
2012,Algeria,27.6,27.6,27.6
2012,Austria,30.5,30.5,30.5
2012,Iraq,29.5,29.5,29.5
2012,Greece,36.3,36.3,36.3
2012,Singapore,34.3,34.3,34.3
2012,Colombia,52.6,52.6,52.6
2012,Chile,46.85,46.85,46.85
2012,Belarus,26.5,26.5,26.5
2012,Switzerland,31.6,31.6,31.6
2012,Hungary,30.8,30.8,30.8
2012,Norway,25.7,25.7,25.7
2012,Portugal,36,36,36
2012,Kuwait,35.1,35.1,35.1
2012,Bangladesh,32.2,32.2,32.2
2012,Ethiopia,33.92,33.92,33.92
2012,North Korea,63.2,63.2,63.2
2012,Israel,41.3,41.3,41.3
2012,Denmark,27.8,27.8,27.8
2012,Tanzania,38.18571429,38.18571429,38.18571429
2012,Bulgaria,36,36,36
2012,Syria,37.21538462,37.21538462,37.21538462
2012,Slovakia,26.1,26.1,26.1
2012,Qatar,35.1,35.1,35.1
2012,Kenya,42.48,42.48,42.48
2012,Libya,37.21538462,37.21538462,37.21538462
2012,Sudan,34.68,34.68,34.68
2012,New Zealand,34.55,34.55,34.55
2012,DR Congo,42.1,42.1,42.1
2012,Turkmenistan,40.8,40.8,40.8
2012,Myanmar,38.1,38.1,38.1
2012,Ireland,33.2,33.2,33.2
2012,Oman,35.1,35.1,35.1
2012,Azerbaijan,26.6,26.6,26.6
2012,Morocco,39.67142857,39.67142857,39.67142857
2012,Peru,44.4,44.4,44.4
2012,Mozambique,51.16666667,51.16666667,51.16666667
2012,Ecuador,46.1,46.1,46.1
2012,Angola,46.14,46.14,46.14
2012,Yemen,36.25555556,36.25555556,36.25555556
2013,USA,40.6,40.6,40.6
2013,China,39.7,39.7,39.7
2013,Russia,36.9,36.9,36.9
2013,India,35.05,35.05,35.05
2013,Japan,32.9,32.9,32.9
2013,Germany,31.5,31.5,31.5
2013,France,32.5,32.5,32.5
2013,Canada,33.8,33.8,33.8
2013,United Kingdom,32.7,32.7,32.7
2013,Brazil,52.7,52.7,52.7
2013,South Korea,31.4,31.4,31.4
2013,Italy,34.9,34.9,34.9
2013,Indonesia,38.9,38.9,38.9
2013,Mexico,49.25,49.25,49.25
2013,Iran,34,34,34
2013,Saudi Arabia,35.1,35.1,35.1
2013,Spain,36.2,36.2,36.2
2013,Ukraine,24.6,24.6,24.6
2013,South Africa,63.1,63.1,63.1
2013,Australia,34.475,34.475,34.475
2013,Taiwan,31.4,31.4,31.4
2013,Nigeria,35.63333333,35.63333333,35.63333333
2013,Thailand,37.8,37.8,37.8
2013,Poland,33.1,33.1,33.1
2013,Türkiye,43.5,43.5,43.5
2013,Netherlands,28.1,28.1,28.1
2013,Pakistan,29.5,29.5,29.5
2013,Argentina,41.1,41.1,41.1
2013,Malaysia,41.3,41.3,41.3
2013,Egypt,29.46666667,29.46666667,29.46666667
2013,Venezuela,44.7,44.7,44.7
2013,Kazakhstan,27.1,27.1,27.1
2013,Belgium,27.7,27.7,27.7
2013,Vietnam,35.2,35.2,35.2
2013,Sweden,28.8,28.8,28.8
2013,Uzbekistan,33.14210526,33.14210526,33.14210526
2013,United Arab Emirates,32.5,32.5,32.5
2013,Czechia,26.5,26.5,26.5
2013,Philippines,45.86666667,45.86666667,45.86666667
2013,Romania,36.9,36.9,36.9
2013,Finland,27.2,27.2,27.2
2013,Algeria,27.6,27.6,27.6
2013,Austria,30.8,30.8,30.8
2013,Iraq,29.5,29.5,29.5
2013,Greece,36.1,36.1,36.1
2013,Singapore,32,32,32
2013,Colombia,52.6,52.6,52.6
2013,Chile,46.8,46.8,46.8
2013,Belarus,26.6,26.6,26.6
2013,Switzerland,32.5,32.5,32.5
2013,Hungary,31.5,31.5,31.5
2013,Norway,26.4,26.4,26.4
2013,Portugal,36.2,36.2,36.2
2013,Kuwait,35.1,35.1,35.1
2013,Bangladesh,32.25,32.25,32.25
2013,Ethiopia,34.28,34.28,34.28
2013,North Korea,63.1,63.1,63.1
2013,Israel,39.9,39.9,39.9
2013,Denmark,28.5,28.5,28.5
2013,Tanzania,38.57142857,38.57142857,38.57142857
2013,Bulgaria,36.6,36.6,36.6
2013,Syria,36.15384615,36.15384615,36.15384615
2013,Slovakia,28.1,28.1,28.1
2013,Qatar,35.1,35.1,35.1
2013,Kenya,41.92,41.92,41.92
2013,Libya,36.15384615,36.15384615,36.15384615
2013,Sudan,34.44,34.44,34.44
2013,New Zealand,34.475,34.475,34.475
2013,DR Congo,42.425,42.425,42.425
2013,Turkmenistan,40.8,40.8,40.8
2013,Myanmar,38.1,38.1,38.1
2013,Ireland,33.5,33.5,33.5
2013,Oman,35.1,35.1,35.1
2013,Azerbaijan,26.6,26.6,26.6
2013,Morocco,39.5,39.5,39.5
2013,Peru,43.9,43.9,43.9
2013,Mozambique,52.58333333,52.58333333,52.58333333
2013,Ecuador,46.9,46.9,46.9
2013,Angola,47,47,47
2013,Yemen,36.47777778,36.47777778,36.47777778
2014,USA,41.5,41.5,41.5
2014,China,39.2,39.2,39.2
2014,Russia,36.9,36.9,36.9
2014,India,34.875,34.875,34.875
2014,Japan,32.9,32.9,32.9
2014,Germany,30.8,30.8,30.8
2014,France,32.3,32.3,32.3
2014,Canada,33.2,33.2,33.2
2014,United Kingdom,33.1,33.1,33.1
2014,Brazil,52,52,52
2014,South Korea,31.2,31.2,31.2
2014,Italy,34.7,34.7,34.7
2014,Indonesia,38.8,38.8,38.8
