year,country_name,Gini_case1,Gini_case2,Gini_case3
2047,Belgium,26.6,26.6,26.0458428
2047,Vietnam,35.78933612,35.5035148,35.42025864
2047,Sweden,29.8,29.8,28.97716052
2047,Uzbekistan,31.30075585,31.39345466,31.3101985
2047,United Arab Emirates,26.90377927,27.3672733,27.28401714
2047,Czechia,26.2,26.2,25.67942809
2047,Philippines,40.00310534,39.3619386,39.27868244
2047,Romania,33.77405518,33.65818167,33.57492551
2047,Finland,27.7,27.7,27.05348327
2047,Algeria,28.00302342,28.37381864,28.29056248
2047,Austria,30.7,30.7,29.80159363
2047,Iraq,29.74349331,29.96751543,29.88425927
2047,Greece,32.9,32.9,31.81687457
2047,Singapore,32.7,32.7,31.63366721
2047,Colombia,52.91922406,51.18884634,51.10559018
2047,Chile,42.10998995,41.2911505,41.20789434
2047,Belarus,25.07170569,25.68969774,25.60644157
2047,Switzerland,33.7,33.7,32.549704
2047,Hungary,29.46868228,29.71587909,29.63262293
2047,Norway,27.7,27.7,27.05348327
2047,Portugal,34.6,34.6,33.37413711
2047,Kuwait,34.87329933,34.66472701,34.58147085
2047,Bangladesh,33.31603679,33.23878778,33.15553162
2047,Ethiopia,34.78169565,34.58084824,34.49759207
2047,North Korea,60.43072572,58.06690616,57.98365
2047,Israel,37.9,37.9,36.39705851
2047,Denmark,28.3,28.3,27.60310534
2047,Tanzania,39.81989798,39.19418104,39.11092488
2047,Bulgaria,38.4458428,37.93599937,37.85274321
2047,Syria,27.08698663,27.53503086,27.4517747
2047,Slovakia,24.1,24.1,23.75575083
2047,Qatar,34.87329933,34.66472701,34.58147085
2047,Kenya,38.17103177,37.68436303,37.60110687
2047,Libya,27.08698663,27.53503086,27.4517747
2047,Sudan,34.04886622,33.90981801,33.82656185
2047,New Zealand,34.3,34.3,33.09932607
2047,DR Congo,43.66725249,42.71708973,42.63383357
2047,Turkmenistan,40.09470902,39.44581738,39.36256122
2047,Myanmar,30.84273746,30.97406077,30.89080461
2047,Ireland,30.1,30.1,29.25197156
2047,Oman,34.87329933,34.66472701,34.58147085
2047,Azerbaijan,27.08698663,27.53503086,27.4517747
2047,Morocco,38.9038612,38.35539326,38.2721371
2047,Peru,39.63669063,39.02642349,38.94316732
2047,Mozambique,48.79705851,47.41430132,47.33104515
2047,Ecuador,43.57564882,42.63321095,42.54995479
2047,Angola,49.7130953,48.2530891,48.16983294
2047,Yemen,36.33895819,36.00678747,35.92353131
2048,USA,41.3,41.3,39.41402567
2048,China,35.40780679,35.14031969,35.04748465
2048,Russia,34.86093283,34.64207974,34.54924471
2048,India,32.76458264,32.73215996,32.63932492
2048,Japan,32.9,32.9,31.75779019
2048,Germany,32.4,32.4,31.30206189
2048,France,31.5,31.5,30.48175095
2048,Canada,31.7,31.7,30.66404227
2048,United Kingdom,32.4,32.4,31.30206189
2048,Brazil,50.26454944,48.67583814,48.5830031
2048,South Korea,32.9,32.9,31.75779019
2048,Italy,34.8,34.8,33.48955774
2048,Indonesia,35.77238944,35.47247965,35.37964461
2048,Mexico,42.51716831,41.61743895,41.52460391
2048,Iran,34.58749585,34.39295977,34.30012473
2048,Saudi Arabia,34.86093283,34.64207974,34.54924471
2048,Spain,33.9,33.9,32.6692468
2048,Ukraine,26.20209509,26.75328065,26.66044561
2048,South Africa,60.29057209,57.8102371,57.71740206
2048,Australia,34.3,34.3,33.03382944
2048,Taiwan,32.9,32.9,31.75779019
2048,Nigeria,34.86093283,34.64207974,34.54924471
2048,Thailand,34.67864151,34.47599976,34.38316472
2048,Poland,28.84531924,29.16144037,29.06860533
2048,Türkiye,43.33747925,42.36479886,42.27196382
2048,Netherlands,25.7,25.7,25.19530264
2048,Pakistan,29.84792151,30.07488027,29.98204523
2048,Argentina,39.96508982,39.29231921,39.19948417
2048,Malaysia,39.96508982,39.29231921,39.19948417
2048,Egypt,31.9442717,31.98480005,31.89196501
2048,Venezuela,43.61091623,42.61391883,42.5210838
2048,Kazakhstan,29.48333887,29.7427203,29.64988527
2048,Belgium,26.6,26.6,26.01561359
2048,Vietnam,35.77238944,35.47247965,35.37964461
2048,Sweden,29.8,29.8,28.93227472
2048,Uzbekistan,31.30625207,31.40352011,31.31068508
2048,United Arab Emirates,26.93126037,27.41760057,27.32476553
2048,Czechia,26.2,26.2,25.65103095
2048,Philippines,39.96508982,39.29231921,39.19948417
2048,Romania,33.76718491,33.64559986,33.55276482
2048,Finland,27.7,27.7,27.01821585
2048,Algeria,28.0250083,28.41408046,28.32124542
2048,Austria,30.7,30.7,29.75258567
2048,Iraq,29.75677585,29.99184028,29.89900524
2048,Greece,32.9,32.9,31.75779019
2048,Singapore,32.7,32.7,31.57549887
2048,Colombia,52.81662794,51.00095788,50.90812284
2048,Chile,42.06144001,41.20223899,41.10940396
2048,Belarus,25.10834717,25.75680076,25.66396572
2048,Switzerland,33.7,33.7,32.48695548
2048,Hungary,29.48333887,29.7427203,29.64988527
2048,Norway,27.7,27.7,27.01821585
2048,Portugal,34.6,34.6,33.30726642
2048,Kuwait,34.86093283,34.64207974,34.54924471
2048,Bangladesh,33.3114566,33.23039991,33.13756487
2048,Ethiopia,34.76978717,34.55903975,34.46620472
2048,North Korea,60.29057209,57.8102371,57.71740206
2048,Israel,37.9,37.9,36.31507322
2048,Denmark,28.3,28.3,27.56508982
2048,Tanzania,39.78279849,39.12623923,39.03340419
2048,Bulgaria,38.41561359,37.88063937,37.78780434
2048,Syria,27.1135517,27.58368055,27.49084551
2048,Slovakia,24.1,24.1,23.73697208
2048,Qatar,34.86093283,34.64207974,34.54924471
2048,Kenya,38.14217661,37.6315194,37.53868436
2048,Libya,27.1135517,27.58368055,27.49084551
2048,Sudan,34.04062189,33.89471983,33.80188479
2048,New Zealand,34.3,34.3,33.03382944
2048,DR Congo,43.61091623,42.61391883,42.5210838
2048,Turkmenistan,40.05623548,39.3753592,39.28252417
2048,Myanmar,30.85052377,30.98832016,30.89548512
2048,Ireland,30.1,30.1,29.2057117
2048,Oman,34.86093283,34.64207974,34.54924471
2048,Azerbaijan,27.1135517,27.58368055,27.49084551
2048,Morocco,38.87134189,38.29583933,38.20300429
2048,Peru,39.60050717,38.96015925,38.86732421
2048,Mozambique,48.71507322,47.2641583,47.17132326
2048,Ecuador,43.51977057,42.53087884,42.4380438
2048,Angola,49.62652982,48.09455821,48.00172317
2048,Yemen,36.3192634,35.97071959,35.87788455
2049,USA,41.3,41.3,39.31695554
2049,China,35.39276776,35.11291649,35.01003042
2049,Russia,34.84862817,34.61965895,34.51677288
2049,India,32.76275973,32.72883836,32.62595229
2049,Japan,32.9,32.9,31.69900124
2049,Germany,32.4,32.4,31.24555158
2049,France,31.5,31.5,30.42934219
2049,Canada,31.7,31.7,30.61072206
2049,United Kingdom,32.4,32.4,31.24555158
2049,Brazil,50.1752267,48.51307976,48.41019369
2049,South Korea,32.9,32.9,31.69900124
2049,Italy,34.8,34.8,33.42210995
2049,Indonesia,35.75552749,35.44175485,35.33886878
2049,Mexico,42.46658247,41.52526456,41.42237849
2049,Iran,34.57655837,34.37303017,34.27014411
2049,Saudi Arabia,34.84862817,34.61965895,34.51677288
2049,Spain,33.9,33.9,32.60590057
2049,Ukraine,26.23308462,26.80974784,26.70686177
2049,South Africa,60.15111923,57.55613473,57.45324866
2049,Australia,34.3,34.3,32.96866029
2049,Taiwan,32.9,32.9,31.69900124
2049,Nigeria,34.84862817,34.61965895,34.51677288
2049,Thailand,34.6672483,34.45523977,34.3523537
2049,Poland,28.86309265,29.19382597,29.0909399
2049,Türkiye,43.28279185,42.26515087,42.1622648
2049,Netherlands,25.7,25.7,25.16932613
2049,Pakistan,29.8606819,30.09813146,29.99524539
2049,Argentina,39.92726437,39.22339602,39.12050995
2049,Malaysia,39.92726437,39.22339602,39.12050995
2049,Egypt,31.94655034,31.98895205,31.88606598
2049,Venezuela,43.55486165,42.51177964,42.40889358
2049,Kazakhstan,29.49792217,29.7692931,29.66640703
2049,Belgium,26.6,26.6,25.98553552
2049,Vietnam,35.75552749,35.44175485,35.33886878
2049,Sweden,29.8,29.8,28.88761335
2049,Uzbekistan,31.31172081,31.41348491,31.31059884
2049,United Arab Emirates,26.95860407,27.46742456,27.36453849
2049,Czechia,26.2,26.2,25.62277579
2049,Philippines,39.92726437,39.22339602,39.12050995
2049,Romania,33.76034898,33.63314386,33.53025779
2049,Finland,27.7,27.7,26.98312477
2049,Algeria,28.04688326,28.45393965,28.35105358
2049,Austria,30.7,30.7,29.70382274
2049,Iraq,29.76999197,30.01592187,29.9130358
2049,Greece,32.9,32.9,31.69900124
2049,Singapore,32.7,32.7,31.51762138
2049,Colombia,52.7145448,50.8149483,50.71206223
2049,Chile,42.01313281,41.1142166,41.01133054
2049,Belarus,25.14480543,25.82323275,25.72034668
2049,Switzerland,33.7,33.7,32.4245207
2049,Hungary,29.49792217,29.7692931,29.66640703
2049,Norway,27.7,27.7,26.98312477
2049,Portugal,34.6,34.6,33.24073009
2049,Kuwait,34.84862817,34.61965895,34.51677288
2049,Bangladesh,33.30689932,33.22209591,33.11920984
2049,Ethiopia,34.75793824,34.53744936,34.43456329
2049,North Korea,60.15111923,57.55613473,57.45324866
2049,Israel,37.9,37.9,36.23349785
2049,Denmark,28.3,28.3,27.52726437
2049,Tanzania,39.7458845,39.05897684,38.95609077
2049,Bulgaria,38.38553552,37.82583298,37.72294691
2049,Syria,27.13998394,27.63184374,27.52895768
2049,Slovakia,24.1,24.1,23.71828722
2049,Qatar,34.84862817,34.61965895,34.51677288
2049,Kenya,38.11346572,37.57920421,37.47631814
2049,Libya,27.13998394,27.63184374,27.52895768
2049,Sudan,34.03241878,33.87977263,33.77688656
2049,New Zealand,34.3,34.3,32.96866029
2049,DR Congo,43.55486165,42.51177964,42.40889358
2049,Turkmenistan,40.0179543,39.30560561,39.20271954
2049,Myanmar,30.85827115,31.00243696,30.89955089
2049,Ireland,30.1,30.1,29.15968314
2049,Oman,34.84862817,34.61965895,34.51677288
2049,Azerbaijan,27.13998394,27.63184374,27.52895768
2049,Morocco,38.83898518,38.23688093,38.13399486
2049,Peru,39.56450464,38.89455766,38.79167159
2049,Mozambique,48.63349785,47.11551672,47.01263065
2049,Ecuador,43.46417172,42.42957005,42.32668399
2049,Angola,49.54039717,47.93761263,47.83472656
2049,Yemen,36.29966708,35.9350124,35.83212633
2050,USA,41.3,41.3,39.22037076
2050,China,35.37780392,35.08578733,34.97238563
2050,Russia,34.83638503,34.59746236,34.48406066
2050,India,32.76094593,32.72554998,32.61214829
2050,Japan,32.9,32.9,31.64050624
2050,Germany,32.4,32.4,31.18932383
2050,France,31.5,31.5,30.37719548
2050,Canada,31.7,31.7,30.55766845
2050,United Kingdom,32.4,32.4,31.18932383
2050,Brazil,50.08635056,48.35194896,48.23854727
2050,South Korea,32.9,32.9,31.64050624
2050,Italy,34.8,34.8,33.3549994
2050,Indonesia,35.73874985,35.4113373,35.29793561
2050,Mexico,42.41624955,41.43401191,41.32061022
2050,Iran,34.56567558,34.35329987,34.23989818
2050,Saudi Arabia,34.83638503,34.59746236,34.48406066
2050,Spain,33.9,33.9,32.54287106
2050,Ukraine,26.26391919,26.86565036,26.75224867
2050,South Africa,60.01236363,57.30457338,57.19117169
2050,Australia,34.3,34.3,32.90381699
2050,Taiwan,32.9,32.9,31.64050624
2050,Nigeria,34.83638503,34.59746236,34.48406066
2050,Thailand,34.65591206,34.43468737,34.32128568
2050,Poland,28.88077718,29.22588771,29.11248601
2050,Türkiye,43.2283779,42.16649936,42.05309767
2050,Netherlands,25.7,25.7,25.1434795
2050,Pakistan,29.87337849,30.12115015,30.00774846
2050,Argentina,39.88962804,39.15516206,39.04176037
2050,Malaysia,39.88962804,39.15516206,39.04176037
2050,Egypt,31.94881759,31.99306253,31.87966083
2050,Venezuela,43.49908734,42.41066185,42.29726016
2050,Kazakhstan,29.51243256,29.79560017,29.68219848
2050,Belgium,26.6,26.6,25.95560784
2050,Vietnam,35.73874985,35.4113373,35.29793561
2050,Sweden,29.8,29.8,28.84317528
2050,Uzbekistan,31.31716221,31.42335006,31.30994837
2050,United Arab Emirates,26.98581105,27.51675032,27.40334863
2050,Czechia,26.2,26.2,25.59466191
2050,Philippines,39.88962804,39.15516206,39.04176037
2050,Romania,33.75354724,33.62081242,33.50741073
2050,Finland,27.7,27.7,26.94820915
2050,Algeria,28.06864884,28.49340025,28.37999856
2050,Austria,30.7,30.7,29.65530362
2050,Iraq,29.78314201,30.03976265,29.92636096
2050,Greece,32.9,32.9,31.64050624
2050,Singapore,32.7,32.7,31.46003327
2050,Colombia,52.61297207,50.63079881,50.51739712
2050,Chile,41.96506714,41.02707444,40.91367275
2050,Belarus,25.1810814,25.88900042,25.77559873
2050,Switzerland,33.7,33.7,32.3623981
2050,Hungary,29.51243256,29.79560017,29.68219848
2050,Norway,27.7,27.7,26.94820915
2050,Portugal,34.6,34.6,33.17452644
2050,Kuwait,34.83638503,34.59746236,34.48406066
2050,Bangladesh,33.30236482,33.21387495,33.10047325
2050,Ethiopia,34.74614854,34.51607486,34.40267317
2050,North Korea,60.01236363,57.30457338,57.19117169
2050,Israel,37.9,37.9,36.15233036
2050,Denmark,28.3,28.3,27.48962804
2050,Tanzania,39.70915508,38.99238707,38.87898538
2050,Bulgaria,38.35560784,37.77157465,37.65817296
2050,Syria,27.16628402,27.67952531,27.56612362
2050,Slovakia,24.1,24.1,23.69969578
2050,Qatar,34.83638503,34.59746236,34.48406066
2050,Kenya,38.0848984,37.52741217,37.41401047
2050,Libya,27.16628402,27.67952531,27.56612362
2050,Sudan,34.02425668,33.8649749,33.75157321
2050,New Zealand,34.3,34.3,32.90381699
2050,DR Congo,43.49908734,42.41066185,42.29726016
2050,Turkmenistan,39.97986453,39.23654956,39.12314786
2050,Myanmar,30.8659798,31.01641259,30.9030109
2050,Ireland,30.1,30.1,29.11388473
2050,Oman,34.83638503,34.59746236,34.48406066
2050,Azerbaijan,27.16628402,27.67952531,27.56612362
2050,Morocco,38.80679025,38.17851212,38.06511043
2050,Peru,39.52868211,38.82961208,38.71621039
2050,Mozambique,48.55233036,46.96836155,46.85495986
2050,Ecuador,43.40885086,42.32927435,42.21587266
2050,Angola,49.45469519,47.7822365,47.66883481
2050,Yemen,36.28016875,35.89966227,35.78626058
2051,USA,41.3,41.3,39.12426891
2051,China,35.3629149,35.05892945,34.93455501
2051,Russia,34.8242031,34.57548773,34.4511133
2051,India,32.7591412,32.72229448,32.59792004
2051,Japan,32.9,32.9,31.58230371
2051,Germany,32.4,32.4,31.13337721
2051,France,31.5,31.5,30.32530951
2051,Canada,31.7,31.7,30.50488011
2051,United Kingdom,32.4,32.4,31.13337721
2051,Brazil,49.99791881,48.19242947,48.06805504
2051,South Korea,32.9,32.9,31.58230371
2051,Italy,34.8,34.8,33.28822441
2051,Indonesia,35.7220561,35.38122393,35.25684949
2051,Mexico,42.36616831,41.34367179,41.21929736
2051,Iran,34.5548472,34.33376687,34.20939244
2051,Saudi Arabia,34.8242031,34.57548773,34.4511133
2051,Spain,33.9,33.9,32.48015671
2051,Ukraine,26.2945996,26.92099386,26.79661942
2051,South Africa,59.87430182,57.05552765,56.93115321
2051,Australia,34.3,34.3,32.83929791
2051,Taiwan,32.9,32.9,31.58230371
2051,Nigeria,34.8242031,34.57548773,34.4511133
2051,Thailand,34.6446325,34.41434049,34.28996606
2051,Poland,28.8983733,29.25762883,29.13325439
2051,Türkiye,43.17423601,42.06883437,41.94445993
2051,Netherlands,25.7,25.7,25.1177621
2051,Pakistan,29.8860116,30.14393865,30.01956421
2051,Argentina,39.8521799,39.08761044,38.963236
2051,Malaysia,39.8521799,39.08761044,38.963236
2051,Egypt,31.9510735,31.9971319,31.87275746
2051,Venezuela,43.44359191,42.31055523,42.18618079
2051,Kazakhstan,29.5268704,29.82164417,29.69726973
2051,Belgium,26.6,26.6,25.9258298
2051,Vietnam,35.7220561,35.38122393,35.25684949
2051,Sweden,29.8,29.8,28.79895941
2051,Uzbekistan,31.3225764,31.43311656,31.30874213
2051,United Arab Emirates,27.012882,27.56558281,27.44120838
2051,Czechia,26.2,26.2,25.5666886
2051,Philippines,39.8521799,39.08761044,38.963236
2051,Romania,33.7467795,33.6086043,33.48422986
2051,Finland,27.7,27.7,26.9134681
2051,Algeria,28.0903056,28.53246625,28.40809181
2051,Austria,30.7,30.7,29.60702711
2051,Iraq,29.7962263,30.06336503,29.93899059
2051,Greece,32.9,32.9,31.58230371
2051,Singapore,32.7,32.7,31.40273311
2051,Colombia,52.51190721,50.44849083,50.32411639
2051,Chile,41.91724181,40.94080369,40.81642926
2051,Belarus,25.217176,25.95411042,25.82973598
2051,Switzerland,33.7,33.7,32.30058611
2051,Hungary,29.5268704,29.82164417,29.69726973
2051,Norway,27.7,27.7,26.9134681
2051,Portugal,34.6,34.6,33.10865381
2051,Kuwait,34.8242031,34.57548773,34.4511133
2051,Bangladesh,33.297853,33.2057362,33.08136176
2051,Ethiopia,34.7344178,34.49491411,34.37053968
2051,North Korea,59.87430182,57.05552765,56.93115321
2051,Israel,37.9,37.9,36.07156871
2051,Denmark,28.3,28.3,27.4521799
2051,Tanzania,39.6726093,38.9264632,38.80208876
2051,Bulgaria,38.3258298,37.7178589,37.59348447
2051,Syria,27.1924526,27.72673005,27.60235562
2051,Slovakia,24.1,24.1,23.6811973
2051,Qatar,34.8242031,34.57548773,34.4511133
2051,Kenya,38.0564739,37.47613804,37.35176361
2051,Libya,27.1924526,27.72673005,27.60235562
2051,Sudan,34.0161354,33.85032516,33.72595072
2051,New Zealand,34.3,34.3,32.83929791
2051,DR Congo,43.44359191,42.31055523,42.18618079
2051,Turkmenistan,39.9419652,39.16818406,39.04380962
2051,Myanmar,30.8736499,31.03024846,30.90587403
2051,Ireland,30.1,30.1,29.06831531
2051,Oman,34.8242031,34.57548773,34.4511133
2051,Azerbaijan,27.1924526,27.72673005,27.60235562
2051,Morocco,38.7747563,38.120727,37.99635257
2051,Peru,39.4930387,38.76531596,38.64094152
2051,Mozambique,48.47156871,46.82267794,46.6983035
2051,Ecuador,43.35380661,42.22998161,42.10560717
2051,Angola,49.36942171,47.62841413,47.5040397
2051,Yemen,36.2607679,35.86466565,35.74029121
2052,USA,41.3,41.3,39.02864757
2052,China,35.34810033,35.03234016,34.89654324
2052,Russia,34.81208209,34.55373286,34.41793594
2052,India,32.75734549,32.71907153,32.58327461
2052,Japan,32.9,32.9,31.52439219
2052,Germany,32.4,32.4,31.07771032
2052,France,31.5,31.5,30.27368296
2052,Canada,31.7,31.7,30.45235571
2052,United Kingdom,32.4,32.4,31.07771032
2052,Brazil,49.90992922,48.03450518,47.89870826
2052,South Korea,32.9,32.9,31.52439219
2052,Italy,34.8,34.8,33.22178329
2052,Indonesia,35.70544582,35.35141169,35.21561477
2052,Mexico,42.31633746,41.25423507,41.11843815
2052,Iran,34.54407297,34.31442921,34.17863228
2052,Saudi Arabia,34.81208209,34.55373286,34.41793594
2052,Spain,33.9,33.9,32.41775592
2052,Ukraine,26.3251266,26.97578392,26.839987
2052,South Africa,59.73693031,56.80897237,56.67317545
2052,Australia,34.3,34.3,32.77510142
2052,Taiwan,32.9,32.9,31.52439219
2052,Nigeria,34.81208209,34.55373286,34.41793594
2052,Thailand,34.63340934,34.39419709,34.25840017
2052,Poland,28.91588143,29.28905254,29.15325562
2052,Türkiye,43.12036483,41.97214603,41.83634911
2052,Netherlands,25.7,25.7,25.09217329
2052,Pakistan,29.89858154,30.16649926,30.03070234
2052,Argentina,39.814919,39.02073434,38.88493741
2052,Malaysia,39.814919,39.02073434,38.88493741
2052,Egypt,31.95331813,32.00116058,31.86536366
2052,Venezuela,43.38837395,42.21144968,42.07565276
2052,Kazakhstan,29.54123605,29.84742773,29.71163081
2052,Belgium,26.6,26.6,25.89620065
2052,Vietnam,35.70544582,35.35141169,35.21561477
2052,Sweden,29.8,29.8,28.75496461
2052,Uzbekistan,31.32796352,31.4427854,31.30698848
2052,United Arab Emirates,27.03981759,27.61392699,27.47813007
2052,Czechia,26.2,26.2,25.53885516
2052,Philippines,39.814919,39.02073434,38.88493741
2052,Romania,33.7400456,33.59651825,33.46072133
2052,Finland,27.7,27.7,26.87890076
2052,Algeria,28.11185407,28.57114159,28.43534467
2052,Austria,30.7,30.7,29.55899197
2052,Iraq,29.80924517,30.08673138,29.95093446
2052,Greece,32.9,32.9,31.52439219
2052,Singapore,32.7,32.7,31.34571944
2052,Colombia,52.41134768,50.26800592,50.132209
2052,Chile,41.8696556,40.85539566,40.71959874
2052,Belarus,25.25309012,26.01856932,25.88277239
2052,Switzerland,33.7,33.7,32.23908318
2052,Hungary,29.54123605,29.84742773,29.71163081
2052,Norway,27.7,27.7,26.87890076
2052,Portugal,34.6,34.6,33.04311054
2052,Kuwait,34.81208209,34.55373286,34.41793594
2052,Bangladesh,33.29336374,33.19767884,33.06188191
2052,Ethiopia,34.72274571,34.47396497,34.33816805
2052,North Korea,59.73693031,56.80897237,56.67317545
2052,Israel,37.9,37.9,35.99121087
2052,Denmark,28.3,28.3,27.414919
2052,Tanzania,39.63624626,38.86119857,38.72540165
2052,Bulgaria,38.29620065,37.66468031,37.52888339
2052,Syria,27.21849033,27.77346275,27.63766583
2052,Slovakia,24.1,24.1,23.66279132
2052,Qatar,34.81208209,34.55373286,34.41793594
2052,Kenya,38.02819153,37.42537666,37.28957974
2052,Libya,27.21849033,27.77346275,27.63766583
2052,Sudan,34.00805472,33.8358219,33.70002498
2052,New Zealand,34.3,34.3,32.77510142
2052,DR Congo,43.38837395,42.21144968,42.07565276
2052,Turkmenistan,39.90425538,39.10050222,38.9647053
2052,Myanmar,30.88128165,31.04394598,30.90814906
2052,Ireland,30.1,30.1,29.02297373
2052,Oman,34.81208209,34.55373286,34.41793594
2052,Azerbaijan,27.21849033,27.77346275,27.63766583
2052,Morocco,38.74288252,38.06351973,37.92772281
2052,Peru,39.45757351,38.7016628,38.56586588
2052,Mozambique,48.39121087,46.67845116,46.54265424
2052,Ecuador,43.29903757,42.13168179,41.99588487
2052,Angola,49.2845746,47.47612999,47.34033307
2052,Yemen,36.24146406,35.83001899,35.69422207
2053,USA,41.3,41.3,38.93350433
2053,China,35.33335983,35.00601676,34.85835491
2053,Russia,34.80002168,34.53219553,34.38453368
2053,India,32.75555877,32.71588082,32.56821897
2053,Japan,32.9,32.9,31.46677023
2053,Germany,32.4,32.4,31.02232177
2053,France,31.5,31.5,30.22231454
2053,Canada,31.7,31.7,30.40009393
2053,United Kingdom,32.4,32.4,31.02232177
2053,Brazil,49.82237957,47.87816013,47.73049828
2053,South Korea,32.9,32.9,31.46677023
2053,Italy,34.8,34.8,33.15567437
2053,Indonesia,35.68891859,35.32189757,35.17423573
2053,Mexico,42.26675578,41.16569272,41.01803088
2053,Iran,34.5333526,34.29528491,34.14762307
2053,Saudi Arabia,34.80002168,34.53219553,34.38453368
2053,Spain,33.9,33.9,32.35566714
2053,Ukraine,26.35550097,27.03002608,26.88236423
2053,South Africa,59.60024566,56.56488265,56.4172208
2053,Australia,34.3,34.3,32.71122591
2053,Taiwan,32.9,32.9,31.46677023
2053,Nigeria,34.80002168,34.53219553,34.38453368
2053,Thailand,34.62224229,34.37425512,34.22659327
2053,Poland,28.93330202,29.32016202,29.17250017
2053,Türkiye,43.066763,41.87642457,41.72876272
2053,Netherlands,25.7,25.7,25.06671243
2053,Pakistan,29.91108863,30.18883427,30.04117242
2053,Argentina,39.77784441,38.95452699,38.80686514
2053,Malaysia,39.77784441,38.95452699,38.80686514
2053,Egypt,31.95555154,32.00514898,31.85748713
2053,Venezuela,43.33343208,42.11333518,41.96567333
2053,Kazakhstan,29.55552987,29.87295345,29.7252916
2053,Belgium,26.6,26.6,25.86671965
2053,Vietnam,35.68891859,35.32189757,35.17423573
2053,Sweden,29.8,29.8,28.71118978
2053,Uzbekistan,31.3333237,31.45235754,31.3046957
2053,United Arab Emirates,27.0666185,27.66178772,27.51412587
2053,Czechia,26.2,26.2,25.51116088
2053,Philippines,39.77784441,38.95452699,38.80686514
2053,Romania,33.73334538,33.58455307,33.43689122
2053,Finland,27.7,27.7,26.84450626
2053,Algeria,28.1332948,28.60943017,28.46176833
2053,Austria,30.7,30.7,29.51119701
2053,Iraq,29.82219894,30.10986406,29.96220221
2053,Greece,32.9,32.9,31.46677023
2053,Singapore,32.7,32.7,31.28899084
2053,Colombia,52.31129094,50.08932586,49.94166401
2053,Chile,41.82230732,40.7708417,40.62317985
2053,Belarus,25.28882467,26.08238362,25.93472177
2053,Switzerland,33.7,33.7,32.17788776
2053,Hungary,29.55552987,29.87295345,29.7252916
2053,Norway,27.7,27.7,26.84450626
2053,Portugal,34.6,34.6,32.97789499
2053,Kuwait,34.80002168,34.53219553,34.38453368
2053,Bangladesh,33.28889692,33.18970205,33.0420402
2053,Ethiopia,34.71113198,34.45322532,34.30556347
2053,North Korea,59.60024566,56.56488265,56.4172208
2053,Israel,37.9,37.9,35.91125481
2053,Denmark,28.3,28.3,27.37784441
2053,Tanzania,39.60006503,38.79658658,38.64892473
2053,Bulgaria,38.26671965,37.61203351,37.46437166
2053,Syria,27.24439788,27.81972813,27.67206628
2053,Slovakia,24.1,24.1,23.64447736
2053,Qatar,34.80002168,34.53219553,34.38453368
2053,Kenya,38.00005058,37.3751229,37.22746105
2053,Libya,27.24439788,27.81972813,27.67206628
2053,Sudan,34.00001445,33.82146369,33.67380184
2053,New Zealand,34.3,34.3,32.71122591
2053,DR Congo,43.33343208,42.11333518,41.96567333
2053,Turkmenistan,39.8667341,39.0334972,38.88583535
2053,Myanmar,30.88887524,31.05750652,30.90984467
2053,Ireland,30.1,30.1,28.97785886
2053,Oman,34.80002168,34.53219553,34.38453368
2053,Azerbaijan,27.24439788,27.81972813,27.67206628
2053,Morocco,38.71116811,38.00688454,37.85922269
2053,Peru,39.42228564,38.63864617,38.49098432
2053,Mozambique,48.31125481,46.53566665,46.3880048
2053,Ecuador,43.24454239,42.03436498,41.88670313
2053,Angola,49.20015173,47.32536869,47.17770684
2053,Yemen,36.22225674,35.7957188,35.64805695
2054,USA,41.3,41.3,38.83883681
2054,China,35.31869303,34.97995659,34.81999458
2054,Russia,34.78802157,34.51087357,34.35091156
2054,India,32.75378097,32.71272201,32.55276
2054,Japan,32.9,32.9,31.40943638
2054,Germany,32.4,32.4,30.96721016
2054,France,31.5,31.5,30.17120297
2054,Canada,31.7,31.7,30.34809346
2054,United Kingdom,32.4,32.4,30.96721016
2054,Brazil,49.73526767,47.72337852,47.56341651
2054,South Korea,32.9,32.9,31.40943638
2054,Italy,34.8,34.8,33.089896
2054,Indonesia,35.672474,35.2926786,35.13271659
2054,Mexico,42.217422,41.0780358,40.91807378
2054,Iran,34.52268584,34.27633206,34.11637005
2054,Saudi Arabia,34.78802157,34.51087357,34.35091156
2054,Spain,33.9,33.9,32.29388881
2054,Ukraine,26.38572346,27.08372582,26.92376381
2054,South Africa,59.46424443,56.32323382,56.16327181
2054,Australia,34.3,34.3,32.64766978
2054,Taiwan,32.9,32.9,31.40943638
2054,Nigeria,34.78802157,34.51087357,34.35091156
2054,Thailand,34.61113108,34.35451257,34.19455055
2054,Poland,28.95063551,29.3509604,29.19099838
2054,Türkiye,43.01342919,41.78166032,41.62169831
2054,Netherlands,25.7,25.7,25.04137886
2054,Pakistan,29.92353319,30.21094593,30.05098391
2054,Argentina,39.74095519,38.88898172,38.72901971
2054,Malaysia,39.74095519,38.88898172,38.72901971
2054,Egypt,31.95777378,32.00909749,31.84913547
2054,Venezuela,43.27876492,42.01620183,41.85623982
2054,Kazakhstan,29.56975222,29.89822391,29.7382619
2054,Belgium,26.6,26.6,25.83738605
2054,Vietnam,35.672474,35.2926786,35.13271659
2054,Sweden,29.8,29.8,28.66763384
