country_id,country_name,iso3c,year,Gini,density_psqkm,urbanization_perc,ES_pcap,energy_service,GDP_PPP_pcap,GDP_PPP,prop_TFC_PTR,lag_GDP_PPP_pcap,lag_ES_pcap,lag_energy_service,lag_Gini,lag_density,lag_urbanization
2,China,CHN,2016,38.5,147.822641376791,56.736,1472.887084498128,2068010980263.9673,12335.418405114511,17319576616845.178,7.396656813312089,11801.615869104164,1372.375366209109,1916020151065.0525,38.6,146.977949259981,55.5
2,China,CHN,2017,39.1,148.720043543977,57.96,1562.3089823552148,2206534468452.4023,12774.885278967608,18042669546758.188,7.6922949092708945,12335.418405114511,1472.887084498128,2068010980263.9673,38.5,147.822641376791,56.736
2,China,CHN,2018,38.5,149.417194545073,59.152,1746.5173764356368,2478323802464.8267,13339.252057673984,18928518162859.316,8.248140877673302,12774.885278967608,1562.3089823552148,2206534468452.4023,39.1,148.720043543977,57.96
2,China,CHN,2019,38.2,149.948179684945,60.308,1822.1135834670758,2593815778831.6006,13823.602415114732,19678179444990.184,8.453597809710125,13339.252057673984,1746.5173764356368,2478323802464.8267,38.5,149.417194545073,59.152
2,China,CHN,2020,37.1,150.305542803154,61.428,1740.264068440626,2481801186211.353,14074.977152226233,20072410633400.684,7.840670908222634,13823.602415114732,1822.1135834670758,2593815778831.6006,38.2,149.948179684945,60.308
2,China,CHN,2021,35.7,150.439753691066,62.512,1940.0448915145655,2767352336789.438,15156.601960504147,21619941907861.582,8.113787642682798,14074.977152226233,1740.264068440626,2481801186211.353,37.1,150.305542803154,61.428
2,China,CHN,2022,NA,150.42004812419,63.56,1862.7195244476027,2654709805294.68,15600.739352648017,22233854955486.76,7.5345238804535715,15156.601960504147,1940.0448915145655,2767352336789.438,35.7,150.439753691066,62.512
2,China,CHN,2023,NA,NA,64.57,2113.7473041073404,3006985075447.461,16393.23262288461,23320765798052.652,7.745438561903574,15600.739352648017,1862.7195244476027,2654709805294.68,NA,150.42004812419,63.56
2,China,CHN,2024,NA,NA,NA,2292.6328333493007,3253982572184.622,17100.61964313931,24271273394894.87,7.813484528856611,16393.23262288461,2113.7473041073404,3006985075447.461,NA,NA,64.57
3,Russia,RUS,1960,NA,NA,53.731,503.71445556873766,60412562049.062584,8714.068857251865,1045114389151.5605,3.245438920194749,NA,NA,NA,NA,NA,NA
3,Russia,RUS,1961,NA,NA,54.626,542.0881341096607,65920248628.799545,9213.18255980496,1120362625170.473,3.380127686401134,8714.068857251865,503.71445556873766,60412562049.062584,NA,NA,53.731
3,Russia,RUS,1962,NA,NA,55.518,583.8065133321758,71873421668.30104,9773.801377547918,1203269459433.0881,3.5157585057823106,9213.18255980496,542.0881341096607,65920248628.799545,NA,NA,54.626
3,Russia,RUS,1963,NA,NA,56.408,629.1960070934626,78303284525.38763,10055.466225696271,1251400237810.4119,3.6520563308038128,9773.801377547918,583.8065133321758,71873421668.30104,NA,NA,55.518
3,Russia,RUS,1964,NA,NA,57.294,678.521495948517,85242762063.88705,10608.45011336003,1332741253268.0884,3.788736639816485,10055.466225696271,629.1960070934626,78303284525.38763,NA,NA,56.408
3,Russia,RUS,1965,NA,NA,58.173,732.2401505494767,92726653727.35419,11103.176709474137,1406042022197.8335,3.925505551162256,10608.45011336003,678.521495948517,85242762063.88705,NA,NA,57.294
3,Russia,RUS,1966,NA,NA,59.048,790.3161184819721,100791881856.88376,11807.638733322,1505871005773.8792,4.062059583947729,11103.176709474137,732.2401505494767,92726653727.35419,NA,NA,58.173
3,Russia,RUS,1967,NA,NA,59.918,853.0116093879082,109477760193.4697,12472.40125403713,1600740879137.6333,4.19808491856811,11807.638733322,790.3161184819721,100791881856.88376,NA,NA,59.048
3,Russia,RUS,1968,NA,NA,60.783,920.6697823684273,118826285050.1817,13171.551135222317,1699986813644.167,4.333255959513571,12472.40125403713,853.0116093879082,109477760193.4697,NA,NA,59.918
3,Russia,RUS,1969,NA,NA,61.638,993.2172077959093,128882043008.93388,13441.407165482442,1744186470798.9155,4.4672329347053745,13171.551135222317,920.6697823684273,118826285050.1817,NA,NA,60.783
3,Russia,RUS,1970,NA,NA,62.471,1071.5338761877224,139692859356.86743,14502.868005737426,1890698134346.0244,4.59965817382605,13441.407165482442,993.2172077959093,128882043008.93388,NA,NA,61.638
3,Russia,RUS,1971,NA,NA,63.278,1155.1332063653335,151307567297.62787,15040.467460849799,1970107455988.5579,4.730150585539392,14502.868005737426,1071.5338761877224,139692859356.86743,NA,NA,62.471
3,Russia,RUS,1972,NA,NA,64.078,1257.5713466093946,165655382701.5768,15389.77855546533,2027240572212.2263,4.838445544061871,15040.467460849799,1155.1332063653335,151307567297.62787,NA,NA,63.278
3,Russia,RUS,1973,NA,NA,64.869,1358.060427437371,179909265624.13196,16503.744480373723,2186336108117.9036,4.968717368684974,15389.77855546533,1257.5713466093946,165655382701.5768,NA,NA,64.078
3,Russia,RUS,1974,NA,NA,65.652,1471.61622466181,196106346355.65277,16994.267060186823,2264641804238.967,5.12409212971778,16503.744480373723,1358.060427437371,179909265624.13196,NA,NA,64.869
3,Russia,RUS,1975,NA,NA,66.427,1834.1853914855858,246030480593.40585,17571.604401226898,2356986537838.2246,5.906639256539494,16994.267060186823,1471.61622466181,196106346355.65277,NA,NA,65.652
3,Russia,RUS,1976,NA,NA,67.194,1912.2190705977807,258303884873.04044,17987.11248507101,2429711691500.7944,6.0946120721027945,17571.604401226898,1834.1853914855858,246030480593.40585,NA,NA,66.427
3,Russia,RUS,1977,NA,NA,67.95,1929.7847114501124,262529793685.76694,18411.22345739142,2504680790086.4,5.947265233304291,17987.11248507101,1912.2190705977807,258303884873.04044,NA,NA,67.194
