country_id,country_name,iso3c,year,Gini,density_psqkm,urbanization_perc,ES_pcap,energy_service,GDP_PPP_pcap,GDP_PPP,lag_GDP_PPP_pcap,lag_ES_pcap,lag_energy_service,lag_Gini,lag_density,lag_urbanization
1,USA,USA,1960,NA,NA,69.996,7066.400075331043,1245018977318.4622,18098.778307409088,3188798004470.2466,NA,NA,NA,NA,NA,NA
1,USA,USA,1961,NA,20.0558797068663,70.377,7092.6434358819715,1270202210302.9915,18262.317673987727,3270548771336.912,18098.778307409088,7066.400075331043,1245018977318.4622,NA,NA,69.996
1,USA,USA,1962,NA,20.3667228593639,70.757,7270.702897275999,1322670340962.4019,19079.70861717334,3470938787994.5938,18262.317673987727,7092.6434358819715,1270202210302.9915,NA,20.0558797068663,70.377
1,USA,USA,1963,37.6,20.6619528854804,71.134,7445.146548905739,1374745368444.4063,19616.042929843923,3622099845566.25,19079.70861717334,7270.702897275999,1322670340962.4019,NA,20.3667228593639,70.757
1,USA,USA,1964,38.1,20.9509594975849,71.508,7625.320004507357,1428049940667.7385,20455.10494695246,3830778431407.6177,19616.042929843923,7445.146548905739,1374745368444.4063,37.6,20.6619528854804,71.134
1,USA,USA,1965,37.5,21.2145265401312,71.879,7722.4754452384805,1464978944848.6265,21505.651012753213,4079692600171.559,20455.10494695246,7625.320004507357,1428049940667.7385,38.1,20.9509594975849,71.508
1,USA,USA,1966,37.8,21.4609518984688,72.247,8034.88613534288,1541340041356.7986,22669.900302051716,4348789078095.352,21505.651012753213,7722.4754452384805,1464978944848.6265,37.5,21.2145265401312,71.879
1,USA,USA,1967,36.9,21.6959130731,72.612,8225.66381755602,1593989188734.3928,23057.068420179276,4468054931595.148,22669.900302051716,8034.88613534288,1541340041356.7986,37.8,21.4609518984688,72.247
1,USA,USA,1968,36.3,21.9136233808205,72.974,8734.288224104603,1709679513759.1143,23948.11883570953,4687686863079.068,23057.068420179276,8225.66381755602,1593989188734.3928,36.9,21.6959130731,72.612
1,USA,USA,1969,36,22.1288224863958,73.333,9098.025332144836,1800129187443.1707,24432.355221238908,4834169409963.953,23948.11883570953,8734.288224104603,1709679513759.1143,36.3,21.9136233808205,72.974
1,USA,USA,1970,36.6,22.3881314035655,73.602,9419.25750902363,1886944220815.2295,24176.12886757968,4843163763668.293,24432.355221238908,9098.025332144836,1800129187443.1707,36,22.1288224863958,73.333
1,USA,USA,1971,36.9,22.6729890729952,73.613,9726.484796206898,1973580769730.5015,24654.85946332777,5002666177631.551,24176.12886757968,9419.25750902363,1886944220815.2295,36.6,22.3881314035655,73.602
1,USA,USA,1972,36.7,22.9170124118896,73.623,10280.363788152117,2109925312494.6313,25656.75825384893,5265751756639.14,24654.85946332777,9726.484796206898,1973580769730.5015,36.9,22.6729890729952,73.613
1,USA,USA,1973,36.1,23.1367971909474,73.633,10659.320829894406,2209834587579.4927,26833.793071667576,5563041491294.468,25656.75825384893,10280.363788152117,2109925312494.6313,36.7,22.9170124118896,73.623
1,USA,USA,1974,35.5,23.3491575462716,73.643,10373.168983522351,2170875731778.757,26438.37962579609,5532970378518.369,26833.793071667576,10659.320829894406,2209834587579.4927,36.1,23.1367971909474,73.633
1,USA,USA,1975,35.6,23.5805156917379,73.653,10529.366932525721,2224587107778.4316,26134.728174752454,5521602555539.588,26438.37962579609,10373.168983522351,2170875731778.757,35.5,23.3491575462716,73.643
1,USA,USA,1976,35.6,23.8056504231922,73.663,10989.362323810514,2343701544565.0396,27285.1952534442,5819114191976.34,26134.728174752454,10529.366932525721,2224587107778.4316,35.6,23.5805156917379,73.653
1,USA,USA,1977,35.5,24.0462890983256,73.673,11226.43819295233,2418594717295.7583,28259.711563456807,6088198939409.483,27285.1952534442,10989.362323810514,2343701544565.0396,35.6,23.8056504231922,73.663
1,USA,USA,1978,34.8,24.3024317171382,73.682,11602.072005534956,2527876114942.392,29489.42975934018,6425199317530.888,28259.711563456807,11226.43819295233,2418594717295.7583,35.5,24.0462890983256,73.673
1,USA,USA,1979,34.8,24.5721129909946,73.692,10864.057174919873,2395123886320.935,30066.845711987055,6628630463889.059,29489.42975934018,11602.072005534956,2527876114942.392,34.8,24.3024317171382,73.682
1,USA,USA,1980,34.7,24.8090394542612,73.738,10108.050765499554,2255510629758.474,29629.87785113759,6611611477040.613,30066.845711987055,10864.057174919873,2395123886320.935,34.8,24.5721129909946,73.692
1,USA,USA,1981,35.5,25.0537178893674,73.89,10071.075252723847,2272578495646.749,30043.32020285385,6779395617401.345,29629.87785113759,10108.050765499554,2255510629758.474,34.7,24.8090394542612,73.738
1,USA,USA,1982,36.7,25.293701468289,74.042,10085.173607040948,2299433888224.0977,29197.935659490628,6657170747635.596,30043.32020285385,10071.075252723847,2272578495646.749,35.5,25.0537178893674,73.89
1,USA,USA,1983,37.3,25.526042258073,74.194,10185.625449283574,2346665880577.916,30219.76116300784,6962329686433.943,29197.935659490628,10085.173607040948,2299433888224.0977,36.7,25.293701468289,74.042
1,USA,USA,1984,37.3,25.7480106911702,74.344,10105.981657853281,2352331751193.75,32075.814251854048,7466167945337.143,30219.76116300784,10185.625449283574,2346665880577.916,37.3,25.526042258073,74.194
1,USA,USA,1985,37.6,25.9771851825972,74.494,9967.025989102418,2343708107232.207,33075.09148314443,7777481481562.13,32075.814251854048,10105.981657853281,2352331751193.75,37.3,25.7480106911702,74.344
